,composition,duration,freq,list,onset,procedure,sp,stim1,stim2,subject,trial,testtype,epiname,reduce_wm,stim1.semB,stim1.semA,list.semB,list.semA,stim2.semB,stim2.semA,epiA,epiB,retrievedName,sameNode,relatedNode,wmSpent,epiS,wmAvailable,acc_pred,acc,experiment
465,Mixed HHHLLL,500,LF,context3,701.001,test,4,nan,position_4,9,10,,nan.context3.position_4.,False,0.99,0.99,1.0,1.0,0.9937196762005597,1.0,0.6189063395952484,0.35040557304004666,houselights.context3.position_4.,False,True,0.15037539807076633,0.0,0.8490152172457897,0.47398698840430303,0.45,1.0
466,Mixed HHHLLL,500,LF,context3,701.501,test,5,nan,position_5,9,11,,nan.context3.position_5.,False,0.99,0.99,1.0,1.0,0.9929193490694013,1.0,0.462762512279176,0.2752077420028964,comely.context3.position_5.,False,True,0.16245904575647496,0.0,0.9172299070656484,0.3381647358611267,0.34,1.0
467,Mixed HHHLLL,500,LF,context3,702.001,test,6,nan,position_6,9,12,,nan.context3.position_6.,False,0.99,0.99,1.0,1.0,0.9921777555236324,1.0,0.33302976437794085,0.2058625749888604,jest.context3.position_6.,False,True,0.17240188214669105,0.0,0.9733609491997985,0.23881317873918229,0.54,1.0
468,Mixed LLLHHH,10000,LF,context4,712.001,study,1,caus,position_1,9,1,,caus.context4.position_1.,False,0.2003996002665334,1.0,1.0,1.0,0.99,1.0,0.0,0.0,caus.context4.position_1.,True,True,1.4433961438631808,0.683445815752885,3.6137890624999995,0.07195740569505976,,
469,Mixed LLLHHH,1000,LF,context4,713.001,study,2,folios,position_2,9,2,,folios.context4.position_2.,False,0.20119640718921294,1.0,1.0,1.0,0.99,1.0,0.0,0.0,folios.context4.position_2.,True,True,1.1701297119844032,0.5561990990114177,2.607573094418069,0.07195740569505976,,
470,Mixed LLLHHH,1000,LF,context4,714.001,study,3,grope,position_3,9,3,,grope.context4.position_3.,False,0.2118353520447981,1.0,1.0,1.0,0.99,1.0,0.0,0.0,grope.context4.position_3.,True,True,0.9567486590013854,0.4444538308701492,1.8746235582149158,0.07195740569505976,,
471,Mixed LLLHHH,1000,HF,context4,715.001,study,4,nine,position_4,9,4,,nine.context4.position_4.,False,0.39976512049322305,1.0,1.0,1.0,0.99,1.0,0.0,0.0,nine.context4.position_4.,True,True,0.5887785372631406,0.4060950270425056,1.3550550749947803,0.07195740569505976,,
472,Mixed LLLHHH,1000,HF,context4,716.001,study,5,live,position_5,9,5,,live.context4.position_5.,False,0.3999999999999998,1.0,1.0,1.0,0.99,1.0,0.0,0.0,live.context4.position_5.,True,True,0.5537167287867257,0.3739423939566046,1.2034567135128897,0.07195740569505976,,
473,Mixed LLLHHH,1000,HF,context4,717.001,study,6,lying,position_6,9,6,,lying.context4.position_6.,False,0.3999689042036166,1.0,1.0,1.0,0.99,1.0,0.0,0.0,lying.context4.position_6.,True,True,0.5269951211126571,0.347136157353978,1.0869201605074141,0.07195740569505976,,
474,Mixed LLLHHH,500,LF,context4,717.501,test,1,nan,position_1,9,7,,nan.context4.position_1.,False,0.99,0.99,1.0,1.0,0.9951817759645248,1.0,1.1778765220530256,0.4879549014369705,caus.context4.position_1.,False,True,0.13788534652993717,0.0,0.7785151272853821,0.8840856876753761,0.83,1.0
475,Mixed LLLHHH,500,LF,context4,718.001,test,2,nan,position_2,9,8,,nan.context4.position_2.,False,0.99,0.99,1.0,1.0,0.9942776650565401,1.0,0.826990570869135,0.4028682628991881,folios.context4.position_2.,False,True,0.1521823667801865,0.0,0.8592198686460699,0.6569453683385336,0.66,1.0
476,Mixed LLLHHH,500,LF,context4,718.501,test,3,nan,position_3,9,9,,nan.context4.position_3.,False,0.99,0.99,1.0,1.0,0.99346636504256,1.0,0.6147906992971731,0.32701025308239023,grope.context4.position_3.,False,True,0.16394695001486556,0.0,0.9256275897565085,0.47029226796681217,0.52,1.0
477,Mixed LLLHHH,500,HF,context4,719.001,test,4,nan,position_4,9,10,,nan.context4.position_4.,False,0.99,0.99,1.0,1.0,0.9931414791903131,1.0,0.5368673551062164,0.3039576446017911,nine.context4.position_4.,False,True,0.1736247603326499,0.0,0.980270727632268,0.40117265409734737,0.41,1.0
478,Mixed LLLHHH,500,HF,context4,719.501,test,5,nan,position_5,9,11,,nan.context4.position_5.,False,0.99,0.99,1.0,1.0,0.9929480577598272,1.0,0.4796494762805459,0.28525052444266646,live.context4.position_5.,False,True,0.18158750021756387,0.0,1.025236055190243,0.3522014207521713,0.34,1.0
479,Mixed LLLHHH,500,HF,context4,720.001,test,6,nan,position_6,9,12,,nan.context4.position_6.,False,0.99,0.99,1.0,1.0,0.9927953752954031,1.0,0.43755706707661945,0.27047619812967344,lying.context4.position_6.,False,True,0.18813952642805248,0.0,1.0622386428633042,0.3176305190404391,0.6,1.0
